artist1,artist1_normalized,artist2,artist2_normalized,shows_together
Cody Taylor,cody taylor,Shady Chapel,shady chapel,1
The Awful Truth,the awful truth,The Young Hurricanes,the young hurricanes,1
Cody Taylor,cody taylor,"Nate Baldwin ""CD Release","nate baldwin ""cd release",1
"Nate Baldwin ""CD Release","nate baldwin ""cd release",Shady Chapel,shady chapel,1
Cody Taylor,cody taylor,J. Wride,j. wride,1
J. Wride,j. wride,Shady Chapel,shady chapel,1
J. Wride,j. wride,"Nate Baldwin ""CD Release","nate baldwin ""cd release",1
Isaac Russell,isaac russell,Moses,moses,1
Archers Apple,archers apple,Isaac Russell,isaac russell,1
Archers Apple,archers apple,Moses,moses,1
Desert Noises,desert noises,Isaac Russell,isaac russell,1
Desert Noises,desert noises,Moses,moses,1
Archers Apple,archers apple,Desert Noises,desert noises,1
Gypsy Cab,gypsy cab,Seve vs. Evan,seve vs. evan,1
Gypsy Cab,gypsy cab,Location Location,location location,1
Gypsy Cab,gypsy cab,Neon Trees,neon trees,1
Cory Mon,cory mon,Pablo Blaqk,pablo blaqk,1
Night Night,night night,The Second Estate,the second estate,1
Norther,norther,The Second Estate,the second estate,1
Kid Theodore,kid theodore,The Devil Whale,the devil whale,1
Kid Theodore,kid theodore,Mudbison,mudbison,1
The Devil Whale,the devil whale,The John Whites,the john whites,1
Mudbison,mudbison,The John Whites,the john whites,1
The Question,the question,The Young Hurricanes,the young hurricanes,1
Broken Hearted Rounds,broken hearted rounds,The Young Hurricanes,the young hurricanes,1
The Archers Apple,the archers apple,The Protons,the protons,1
Jacket Weather,jacket weather,The Protons,the protons,1
Bearcats,bearcats,Cody Rigby,cody rigby,1
"Ska Patricks"" 2.5 White Guys","ska patricks"" 2.5 white guys",Storming Stages-n-Stereos,storming stages-n-stereos,1
Eyes Lips Eyes,eyes lips eyes,HOLY WATER BUFFALO,holy water buffalo,1
Chasing Kings,chasing kings,Future of the Ghost,future of the ghost,1
Eyes Lips Eyes,eyes lips eyes,Future of the Ghost,future of the ghost,1
Future of the Ghost,future of the ghost,HOLY WATER BUFFALO,holy water buffalo,1
Donnie B,donnie b,Wolves,wolves,1
Donnie B,donnie b,The Second Estate,the second estate,1
The Second Estate,the second estate,Wolves,wolves,1
21 TREVOR HALL,21 trevor hall,Cubworld,cubworld,1
21 TREVOR HALL,21 trevor hall,Cas Haley,cas haley,1
Lo-Fi Riot,lo-fi riot,"Ska Patricks"" 2.5 White Guys","ska patricks"" 2.5 white guys",1
Lo-Fi Riot,lo-fi riot,Storming Stages-n-Stereos,storming stages-n-stereos,1
Casanova Frankenstein,casanova frankenstein,"St. Paddy's""Cory Mon","st. paddy's""cory mon",1
DJ Apt,dj apt,Protons,protons,1
"St. Paddy's""Cory Mon","st. paddy's""cory mon",T.S.G,t.s.g,1
Casanova Frankenstein,casanova frankenstein,T.S.G,t.s.g,1
Mark Abernathy,mark abernathy,"St. Paddy's""Cory Mon","st. paddy's""cory mon",1
Casanova Frankenstein,casanova frankenstein,Mark Abernathy,mark abernathy,1
Mark Abernathy,mark abernathy,T.S.G,t.s.g,1
Al Deans of QSR,al deans of qsr,Ricky Ray Butler,ricky ray butler,1
Al Deans of QSR,al deans of qsr,Waters Rising,waters rising,1
Ricky Ray Butler,ricky ray butler,Waters Rising,waters rising,1
Al Deans of QSR,al deans of qsr,Searching for Celia,searching for celia,1
Ricky Ray Butler,ricky ray butler,Searching for Celia,searching for celia,1
Searching for Celia,searching for celia,Waters Rising,waters rising,1
Chasing Kings,chasing kings,HOLY WATER BUFFALO,holy water buffalo,1
Timber!,timber!,"TREE SHOW!"" Archers Apple","tree show!"" archers apple",1
Ferocious Oaks,ferocious oaks,Timber!,timber!,1
Mighty Sequoyah,mighty sequoyah,"TREE SHOW!"" Archers Apple","tree show!"" archers apple",1
DJ Apt,dj apt,Hot Parents,hot parents,1
Hot Parents,hot parents,Shark Speed,shark speed,1
Hot Parents,hot parents,Protons,protons,1
11 Cameron McGill,11 cameron mcgill,Mighty Sequoyah,mighty sequoyah,1
11 Cameron McGill,11 cameron mcgill,Code Hero,code hero,1
Jennifer Blosil,jennifer blosil,Marlee,marlee,1
Hayley,hayley,Jennifer Blosil,jennifer blosil,1
Sunflow,sunflow,The Flame,the flame,1
Sunflow,sunflow,The Moth,the moth,1
Julie Feeney,julie feeney,Mindy Gledhill,mindy gledhill,1
HTA Presents: Parlor Hawk,hta presents: parlor hawk,Mindy Gledhill,mindy gledhill,1
HTA Presents: Parlor Hawk,hta presents: parlor hawk,Julie Feeney,julie feeney,1
Battle School,battle school,Mason Porter,mason porter,1
Battle School,battle school,Prince of Whales,prince of whales,1
Battle School,battle school,Mad Diving Barons,mad diving barons,1
Mad Diving Barons,mad diving barons,Mason Porter,mason porter,1
Mad Diving Barons,mad diving barons,Prince of Whales,prince of whales,1
Kristen Nelson,kristen nelson,The Sweater Friends,the sweater friends,1
7 Jane,7 jane,The Sweater Friends,the sweater friends,1
7 Jane,7 jane,Kristen Nelson,kristen nelson,1
Jared Pierce,jared pierce,Monthly Acoustic Showcase: Favorite Past Time,monthly acoustic showcase: favorite past time,1
Ferocious Oaks,ferocious oaks,"TREE SHOW!"" Archers Apple","tree show!"" archers apple",1
Ferocious Oaks,ferocious oaks,Mighty Sequoyah,mighty sequoyah,1
Book on Tapeworm,book on tapeworm,Mason Porter,mason porter,1
Book on Tapeworm,book on tapeworm,Nate Pyfer,nate pyfer,1
Mason Porter,mason porter,Nate Pyfer,nate pyfer,1
Christopher Stefanciw,christopher stefanciw,The Old Grey Geese,the old grey geese,1
"Les Femmes De Velour"" Jenn Blosil","les femmes de velour"" jenn blosil",Marlee,marlee,1
Jenny War,jenny war,"Les Femmes De Velour"" Jenn Blosil","les femmes de velour"" jenn blosil",1
Jenny War,jenny war,Kathleen Frewin,kathleen frewin,1
Jenny War,jenny war,Marlee,marlee,1
Hayley,hayley,"Les Femmes De Velour"" Jenn Blosil","les femmes de velour"" jenn blosil",1
Hayley,hayley,Kathleen Frewin,kathleen frewin,1
Hayley,hayley,Jenny War,jenny war,1
Jules Morrow,jules morrow,Kat Tingey,kat tingey,1
Jules Morrow,jules morrow,"Les Femmes De Velour"" Tessa Barton","les femmes de velour"" tessa barton",1
Kat Tingey,kat tingey,"Les Femmes De Velour"" Tessa Barton","les femmes de velour"" tessa barton",1
Jules Morrow,jules morrow,The Whits,the whits,1
Kat Tingey,kat tingey,The Whits,the whits,1
"Les Femmes De Velour"" Tessa Barton","les femmes de velour"" tessa barton",The Whits,the whits,1
Jeff Weeks,jeff weeks,Street Legal,street legal,1
Street Legal,street legal,Stucki,stucki,1
Jeff Weeks,jeff weeks,Stucki,stucki,1
Searching for Celia,searching for celia,The Lunatic,the lunatic,1
Billy,billy,The Lunatic,the lunatic,1
Billy,billy,Searching for Celia,searching for celia,1
Julie,julie,The Lunatic,the lunatic,1
Julie,julie,Searching for Celia,searching for celia,1
Billy,billy,Julie,julie,1
90's Television,90's television,The Lunatic,the lunatic,1
Kathleen Frewin,kathleen frewin,"Les Femmes De Velour"" Jenn Blosil","les femmes de velour"" jenn blosil",1
Christopher Stefanciw,christopher stefanciw,Clarence Jessop,clarence jessop,1
Book on Tapeworm,book on tapeworm,Clarence Jessop,clarence jessop,1
Clarence Jessop,clarence jessop,The Old Grey Geese,the old grey geese,1
Clarence Jessop,clarence jessop,Mason Porter,mason porter,1
Clarence Jessop,clarence jessop,Nate Pyfer,nate pyfer,1
Eidola,eidola,The Second Round,the second round,1
Eidola,eidola,Street Legal,street legal,1
Hard Drive to France,hard drive to france,The Second Round,the second round,1
Eidola,eidola,Hard Drive to France,hard drive to france,1
Hard Drive to France,hard drive to france,Street Legal,street legal,1
Seafinch,seafinch,The Old Grey Geese,the old grey geese,1
Parlor Hawk,parlor hawk,Seafinch,seafinch,1
Parlor Hawk,parlor hawk,The Old Grey Geese,the old grey geese,1
Scott S. Bowden,scott s. bowden,Seafinch,seafinch,1
Scott S. Bowden,scott s. bowden,The Old Grey Geese,the old grey geese,1
Parlor Hawk,parlor hawk,Scott S. Bowden,scott s. bowden,1
Cameron Rafati,cameron rafati,Sober Down,sober down,1
Cameron Rafati,cameron rafati,The Vibrant Sound,the vibrant sound,1
Boots to the Moon,boots to the moon,Emily Brown,emily brown,1
Boots to the Moon,boots to the moon,Mudbison,mudbison,1
Emily Brown,emily brown,Mudbison,mudbison,1
The Brocks,the brocks,Till We Have Faces,till we have faces,1
Lovecapades,lovecapades,Till We Have Faces,till we have faces,1
Blind Actuaries,blind actuaries,Till We Have Faces,till we have faces,1
Formerly So,formerly so,Quasi-Stellar Radio,quasi-stellar radio,1
Elemental,elemental,Formerly So,formerly so,1
Protons,protons,Shark Speed,shark speed,1
DJ Apt,dj apt,Shark Speed,shark speed,1
Shark Speed,shark speed,The Protons,the protons,1
Earth Pilot,earth pilot,Renegade,renegade,1
Blind Actuaries,blind actuaries,Sunflow,sunflow,1
Tessa Barton,tessa barton,Truman,truman,1
Les Sages,les sages,Truman,truman,1
Les Sages,les sages,Tessa Barton,tessa barton,1
Mr. Tim,mr. tim,"Throat ""Vocal Band","throat ""vocal band",1
Eric Blood Project,eric blood project,"Throat ""Vocal Band","throat ""vocal band",1
Eric Blood Project,eric blood project,Mr. Tim,mr. tim,1
Amiamo,amiamo,"Throat ""Vocal Band","throat ""vocal band",1
Amiamo,amiamo,Mr. Tim,mr. tim,1
Amiamo,amiamo,Eric Blood Project,eric blood project,1
Lycanthropy,lycanthropy,Renegade,renegade,1
Earth Pilot,earth pilot,Lycanthropy,lycanthropy,1
Battle School,battle school,Street Legal,street legal,1
HOLY WATER BUFFALO,holy water buffalo,The Trappers,the trappers,1
Federal Party Players,federal party players,The Trappers,the trappers,1
Federal Party Players,federal party players,HOLY WATER BUFFALO,holy water buffalo,1
Father Time,father time,The Trappers,the trappers,1
Father Time,father time,HOLY WATER BUFFALO,holy water buffalo,1
Father Time,father time,Federal Party Players,federal party players,1
Hope&Tim,hope&tim,John Heart Jackie,john heart jackie,1
Hope&Tim,hope&tim,Katie Brandeburg,katie brandeburg,1
John Heart Jackie,john heart jackie,Katie Brandeburg,katie brandeburg,1
Clarence Jessop,clarence jessop,Hope&Tim,hope&tim,1
Clarence Jessop,clarence jessop,John Heart Jackie,john heart jackie,1
Boots to the Moon,boots to the moon,Jesus or Genome,jesus or genome,1
Jesus or Genome,jesus or genome,Maykit,maykit,1
Jesus or Genome,jesus or genome,Prince of Whales,prince of whales,1
All Human,all human,Jesus or Genome,jesus or genome,1
Bearcats,bearcats,Ultaviolet Catastrophe,ultaviolet catastrophe,1
The Flame,the flame,Timber!,timber!,1
The Moth,the moth,Timber!,timber!,1
Mighty Sequoyah,mighty sequoyah,The Moth,the moth,1
Mia Sullivan,mia sullivan,"Young Talent Showcase"" Faith Johnson","young talent showcase"" faith johnson",1
Mia Sullivan,mia sullivan,Moriah Glazier,moriah glazier,1
Moriah Glazier,moriah glazier,"Young Talent Showcase"" Faith Johnson","young talent showcase"" faith johnson",1
Toy Bombs,toy bombs,Zangief,zangief,1
Eyes Lips Eyes,eyes lips eyes,Zangief,zangief,1
Fatigi,fatigi,Toy Bombs,toy bombs,1
Fatigi,fatigi,Zangief,zangief,1
Archeology,archeology,Malcolm Jackson,malcolm jackson,1
Archeology,archeology,The Devil Whale,the devil whale,1
Malcolm Jackson,malcolm jackson,The Devil Whale,the devil whale,1
Archeology,archeology,Desert Noises,desert noises,1
Desert Noises,desert noises,Malcolm Jackson,malcolm jackson,1
Jenn Blosil,jenn blosil,Lindenfield,lindenfield,1
All Human,all human,Prince of Whales,prince of whales,1
All Human,all human,Maykit,maykit,1
Maykit,maykit,Prince of Whales,prince of whales,1
All Human,all human,Boots to the Moon,boots to the moon,1
Boots to the Moon,boots to the moon,Prince of Whales,prince of whales,1
Boots to the Moon,boots to the moon,Maykit,maykit,1
Clarence Jessop,clarence jessop,Katie Brandeburg,katie brandeburg,1
Gypsy Cab,gypsy cab,In Dreaming,in dreaming,1
Ferocious Oaks,ferocious oaks,In Dreaming,in dreaming,1
Caleb Darger,caleb darger,Garrett Williams,garrett williams,1
Caleb Darger,caleb darger,Emily Brown,emily brown,1
Boots to the Moon,boots to the moon,Timber!,timber!,1
Boots to the Moon,boots to the moon,The Archers Apple,the archers apple,1
25 JOHN VANDERSLICE,25 john vanderslice,Book on Tapeworm,book on tapeworm,1
Aaron James Karr,aaron james karr,Caleb Blood,caleb blood,1
Aaron James Karr,aaron james karr,Nik Day,nik day,1
Blind Actuaries,blind actuaries,Caleb Blood,caleb blood,1
Blind Actuaries,blind actuaries,Nik Day,nik day,1
Aaron James Karr,aaron james karr,Blind Actuaries,blind actuaries,1
Chasing Kings,chasing kings,M. Gross,m. gross,1
Chasing Kings,chasing kings,"The Neighbors ""EP Release"" w/Toy Bombs","the neighbors ""ep release"" w/toy bombs",1
M. Gross,m. gross,"The Neighbors ""EP Release"" w/Toy Bombs","the neighbors ""ep release"" w/toy bombs",1
Image Down,image down,They Shall Be Lions,they shall be lions,1
They Shall Be Lions,they shall be lions,Whilmington,whilmington,1
Amiamo,amiamo,Image Down,image down,1
Amiamo,amiamo,They Shall Be Lions,they shall be lions,1
Amiamo,amiamo,Whilmington,whilmington,1
John Ross Boyce,john ross boyce,Nik Allen,nik allen,1
John Ross Boyce,john ross boyce,Malcom Jackson,malcom jackson,1
Malcom Jackson,malcom jackson,Nik Allen,nik allen,1
Bus People,bus people,John Ross Boyce,john ross boyce,1
Bus People,bus people,Nik Allen,nik allen,1
Bus People,bus people,Malcom Jackson,malcom jackson,1
Caleb Darger,caleb darger,"Lamp Light Pages"" Caleb Loveless","lamp light pages"" caleb loveless",1
Emily Brown,emily brown,"Lamp Light Pages"" Caleb Loveless","lamp light pages"" caleb loveless",1
90's Television,90's television,In Dreaming,in dreaming,1
Emily Brown,emily brown,Garrett Williams,garrett williams,1
90's Television,90's television,Gypsy Cab,gypsy cab,1
90's Television,90's television,Ferocious Oaks,ferocious oaks,1
Cody Rigby,cody rigby,The Crylics,the crylics,1
Emily Brown,emily brown,The Crylics,the crylics,1
The Crylics,the crylics,Vulpes! Vulpes!,vulpes! vulpes!,1
Cody Rigby,cody rigby,Vulpes! Vulpes!,vulpes! vulpes!,1
Emily Brown,emily brown,Vulpes! Vulpes!,vulpes! vulpes!,1
Nick Allen,nick allen,Tanner K. Williams,tanner k. williams,1
Kathleen Frewin,kathleen frewin,Tanner K. Williams,tanner k. williams,1
Malcolm Jackson,malcolm jackson,Nick Allen,nick allen,1
Malcolm Jackson,malcolm jackson,Tanner K. Williams,tanner k. williams,1
Kathleen Frewin,kathleen frewin,Malcolm Jackson,malcolm jackson,1
The Archers Apple,the archers apple,The Old Grey Geese,the old grey geese,1
The Old Grey Geese,the old grey geese,Wolves,wolves,1
The Archers Apple,the archers apple,Wolves,wolves,1
Desert Noises,desert noises,The Old Grey Geese,the old grey geese,1
Desert Noises,desert noises,Wolves,wolves,1
Lo-Fi Riot,lo-fi riot,The Voodoo Orchestra,the voodoo orchestra,1
Lo-Fi Riot,lo-fi riot,Soul Research Foundation,soul research foundation,1
Beau Stephenson,beau stephenson,"Westerlies ""CD Release","westerlies ""cd release",1
"Westerlies ""CD Release","westerlies ""cd release",Where Are You,where are you,1
Beau Stephenson,beau stephenson,Where Are You,where are you,1
Garrett Williams,garrett williams,"Lamp Light Pages"" Caleb Loveless","lamp light pages"" caleb loveless",1
90's Television,90's television,Searching for Celia,searching for celia,1
90's Television,90's television,Billy,billy,1
90's Television,90's television,Julie,julie,1
Seth Hanks,seth hanks,The Head,the head,1
Codi Jordan,codi jordan,Sober Down,sober down,1
Codi Jordan,codi jordan,Cubworld,cubworld,1
Cubworld,cubworld,The Vibrant Sound,the vibrant sound,1
Codi Jordan,codi jordan,The Vibrant Sound,the vibrant sound,1
Mudbison,mudbison,Prince of Whales,prince of whales,1
Prince of Whales,prince of whales,Sunday Socks,sunday socks,1
Mudbison,mudbison,Sunday Socks,sunday socks,1
"Bearcats ""CD Release","bearcats ""cd release",Prince of Whales,prince of whales,1
"Bearcats ""CD Release","bearcats ""cd release",Mudbison,mudbison,1
"Bearcats ""CD Release","bearcats ""cd release",Sunday Socks,sunday socks,1
Matt Hopper,matt hopper,The Head,the head,1
Matt Hopper,matt hopper,Seth Hanks,seth hanks,1
Caleb Blood,caleb blood,Valentines! Truman,valentines! truman,1
The Devil Whale,the devil whale,The Head,the head,1
Seth Hanks,seth hanks,The Devil Whale,the devil whale,1
The Head,the head,the Heart,the heart,1
Matt Hopper,matt hopper,the Heart,the heart,1
Seth Hanks,seth hanks,the Heart,the heart,1
The Devil Whale,the devil whale,the Heart,the heart,1
Cody Rigby,cody rigby,The Head,the head,1
Cody Rigby,cody rigby,Matt Hopper,matt hopper,1
Cody Rigby,cody rigby,Seth Hanks,seth hanks,1
Cody Rigby,cody rigby,The Devil Whale,the devil whale,1
Cody Rigby,cody rigby,the Heart,the heart,1
Cubworld,cubworld,Sober Down,sober down,1
Greg Downs,greg downs,Melody,melody,1
Greg Downs,greg downs,Naarah Black,naarah black,1
Greg Downs,greg downs,Tyler,tyler,1
Cory Mon,cory mon,Matt Ben Jackson,matt ben jackson,1
Cowboys,cowboys,Matt Ben Jackson,matt ben jackson,1
Sunflow,sunflow,T.S.G,t.s.g,1
Cory Mon,cory mon,Sunflow,sunflow,1
Matt Ben Jackson,matt ben jackson,Sunflow,sunflow,1
INDIES 5: Shark Speed,indies 5: shark speed,T.S.G,t.s.g,1
Cory Mon,cory mon,INDIES 5: Shark Speed,indies 5: shark speed,1
Cowboys,cowboys,INDIES 5: Shark Speed,indies 5: shark speed,1
INDIES 5: Shark Speed,indies 5: shark speed,Matt Ben Jackson,matt ben jackson,1
INDIES 5: Shark Speed,indies 5: shark speed,Sunflow,sunflow,1
INDIES 5: Parlor Hawk,indies 5: parlor hawk,Night Night,night night,1
Jay William Henderson,jay william henderson,Night Night,night night,1
INDIES 5: Parlor Hawk,indies 5: parlor hawk,Jay William Henderson,jay william henderson,1
Cowboys,cowboys,Night Night,night night,1
Cowboys,cowboys,INDIES 5: Parlor Hawk,indies 5: parlor hawk,1
Cowboys,cowboys,Jay William Henderson,jay william henderson,1
INDIES 5: Parlor Hawk,indies 5: parlor hawk,Norther,norther,1
Jay William Henderson,jay william henderson,Norther,norther,1
Cowboys,cowboys,Norther,norther,1
Brad Tallman,brad tallman,Mckail Seely,mckail seely,1
Naarah Black,naarah black,Tyler,tyler,1
Melody,melody,Tyler,tyler,1
Melody,melody,Naarah Black,naarah black,1
Hayley Hernandez,hayley hernandez,Tessa Barton,tessa barton,1
Marlee,marlee,Tessa Barton,tessa barton,1
Hayley Hernandez,hayley hernandez,Kathleen Frewin,kathleen frewin,1
Lazy,lazy,the Lar,the lar,1
Lazy,lazy,Michael Gross,michael gross,1
Emily Wolfe,emily wolfe,Lazy,lazy,1
Statuettes,statuettes,the Lar,the lar,1
Schroeder,schroeder,Statuettes,statuettes,1
Michael Gross,michael gross,Statuettes,statuettes,1
Emily Wolfe,emily wolfe,Statuettes,statuettes,1
Lazy,lazy,Statuettes,statuettes,1
Agents,agents,"Numbs + Mark Dago ""CD Release","numbs + mark dago ""cd release",1
"Numbs + Mark Dago ""CD Release","numbs + mark dago ""cd release",Paper Tron etc!,paper tron etc!,1
Agents,agents,Paper Tron etc!,paper tron etc!,1
